country iso3,country name,indicator,category breakdown,technology or sector,funding stage,year,value,unit,number of observations
AUT,AUSTRIA,Probability to receive funding,By technology,Fossil fuels,Later stage,2018,0,Percentage,3
AUT,AUSTRIA,Probability to receive funding,By technology,Fossil fuels,Later stage,2019,0,Percentage,3.5
AUT,AUSTRIA,Probability to receive funding,By technology,Fossil fuels,Later stage,2020,0,Percentage,3.5
AUT,AUSTRIA,Probability to receive funding,By technology,Fossil fuels,Later stage,2021,0,Percentage,3.5
AUT,AUSTRIA,Probability to receive funding,By technology,Grid,Later stage,2015,0,Percentage,2
AUT,AUSTRIA,Probability to receive funding,By technology,Grid,Later stage,2016,0,Percentage,2.25
AUT,AUSTRIA,Probability to receive funding,By technology,Grid,Later stage,2017,0,Percentage,3.25
AUT,AUSTRIA,Probability to receive funding,By technology,Grid,Later stage,2018,0,Percentage,3.25
AUT,AUSTRIA,Probability to receive funding,By technology,Grid,Later stage,2019,0,Percentage,3.25
AUT,AUSTRIA,Probability to receive funding,By technology,Grid,Later stage,2020,0,Percentage,3.5
AUT,AUSTRIA,Probability to receive funding,By technology,Grid,Later stage,2021,0,Percentage,3.5
AUT,AUSTRIA,Probability to receive funding,By technology,Hydrogen and fuel cells,Later stage,2015,0,Percentage,0.5
AUT,AUSTRIA,Probability to receive funding,By technology,Hydrogen and fuel cells,Later stage,2016,0,Percentage,0.5
AUT,AUSTRIA,Probability to receive funding,By technology,Hydrogen and fuel cells,Later stage,2017,0,Percentage,0.5
AUT,AUSTRIA,Probability to receive funding,By technology,Hydrogen and fuel cells,Later stage,2018,0,Percentage,0.5
AUT,AUSTRIA,Probability to receive funding,By technology,Hydrogen and fuel cells,Later stage,2019,0,Percentage,0.5
AUT,AUSTRIA,Probability to receive funding,By technology,Hydrogen and fuel cells,Later stage,2020,0,Percentage,0.5
AUT,AUSTRIA,Probability to receive funding,By technology,Hydrogen and fuel cells,Later stage,2021,0,Percentage,0.5
AUT,AUSTRIA,Fundings of start-ups,By technology,Non-clean energy,Later stage,2021,24207494,USD,1
AUT,AUSTRIA,Probability to receive funding,By technology,Non-clean energy,Later stage,2021,2.70270276069641,Percentage,37
AUT,AUSTRIA,Fundings of start-ups,By technology,Non-clean energy,Later stage,2022,6.80821895599365,Years,37
AUT,AUSTRIA,Probability to receive funding,By technology,Other energy,Later stage,2015,2.43308997154236,Percentage,13.6999998092651
AUT,AUSTRIA,Probability to receive funding,By technology,Other energy,Later stage,2016,2.38948631286621,Percentage,13.9499998092651
AUT,AUSTRIA,Probability to receive funding,By technology,Other energy,Later stage,2017,2.0898642539978,Percentage,15.9499998092651
AUT,AUSTRIA,Probability to receive funding,By technology,Other energy,Later stage,2018,1.99600803852081,Percentage,16.7000007629395
AUT,AUSTRIA,Probability to receive funding,By technology,Other energy,Later stage,2019,1.93798446655273,Percentage,17.2000007629395
AUT,AUSTRIA,Probability to receive funding,By technology,Other energy,Later stage,2020,1.91021966934204,Percentage,17.4500007629395
AUT,AUSTRIA,Probability to receive funding,By technology,Other energy,Later stage,2021,1.91021966934204,Percentage,17.4500007629395
AUT,AUSTRIA,Fundings of start-ups,By technology,Other energy,Later stage,2022,6.98082208633423,Years,17.4500007629395
AUT,AUSTRIA,Probability to receive funding,By technology,Other renewables,Later stage,2015,11.2612609863281,Percentage,7.40000009536743
AUT,AUSTRIA,Probability to receive funding,By technology,Other renewables,Later stage,2016,10.8932466506958,Percentage,7.65000009536743
AUT,AUSTRIA,Probability to receive funding,By technology,Other renewables,Later stage,2017,10.2249488830566,Percentage,8.14999961853027
AUT,AUSTRIA,Probability to receive funding,By technology,Other renewables,Later stage,2018,9.6339111328125,Percentage,8.64999961853027
AUT,AUSTRIA,Probability to receive funding,By technology,Other renewables,Later stage,2019,8.21018028259277,Percentage,10.1499996185303
AUT,AUSTRIA,Probability to receive funding,By technology,Other renewables,Later stage,2020,8.01282024383545,Percentage,10.3999996185303
AUT,AUSTRIA,Probability to receive funding,By technology,Other renewables,Later stage,2021,8.01282024383545,Percentage,10.3999996185303
AUT,AUSTRIA,Probability to receive funding,By technology,Solar,Later stage,2015,16.0256404876709,Percentage,5.19999980926514
AUT,AUSTRIA,Probability to receive funding,By technology,Solar,Later stage,2016,14.6198825836182,Percentage,5.69999980926514
AUT,AUSTRIA,Probability to receive funding,By technology,Solar,Later stage,2017,14.6198825836182,Percentage,5.69999980926514
AUT,AUSTRIA,Probability to receive funding,By technology,Solar,Later stage,2018,14.6198825836182,Percentage,5.69999980926514
AUT,AUSTRIA,Probability to receive funding,By technology,Solar,Later stage,2019,14.6198825836182,Percentage,5.69999980926514
AUT,AUSTRIA,Probability to receive funding,By technology,Solar,Later stage,2020,14.6198825836182,Percentage,5.69999980926514
AUT,AUSTRIA,Probability to receive funding,By technology,Solar,Later stage,2021,14.6198825836182,Percentage,5.69999980926514
AZE,AZERBAIJAN,Probability to receive funding,"By sector (energy, green, digital)",Energy,Early stage,2021,16.6666660308838,Percentage,6
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Energy,Early stage,2021,10547.1015625,USD,1
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Energy,Early stage,2022,0.413698643445969,Years,6
AZE,AZERBAIJAN,Probability to receive funding,"By sector (energy, green, digital)",Energy and digital,Early stage,2021,50,Percentage,2
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Energy and digital,Early stage,2021,10547.1015625,USD,1
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Energy and digital,Early stage,2022,0.413698643445969,Years,2
AZE,AZERBAIJAN,Probability to receive funding,"By sector (energy, green, digital)",Energy and non-digital,Early stage,2021,0,Percentage,4
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2000,9245150,USD,1
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2013,372151.6875,USD,4
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2015,58839.77734375,USD,3
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2016,77559.78125,USD,3
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2017,178444.15625,USD,2
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2018,407444.59375,USD,4
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2019,1060882.375,USD,2
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2020,75824.7734375,USD,1
AZE,AZERBAIJAN,Probability to receive funding,"By sector (energy, green, digital)",Non-energy,Early stage,2021,15.1162786483765,Percentage,172
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2021,10289855,USD,1
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2022,35000,USD,2
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2022,0.699908673763275,Years,181
AZE,AZERBAIJAN,Probability to receive funding,"By sector (energy, green, digital)",Energy,Later stage,2021,0,Percentage,6
AZE,AZERBAIJAN,Probability to receive funding,"By sector (energy, green, digital)",Energy and digital,Later stage,2021,0,Percentage,2
AZE,AZERBAIJAN,Probability to receive funding,"By sector (energy, green, digital)",Energy and non-digital,Later stage,2021,0,Percentage,4
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2019,21191.326171875,USD,1
AZE,AZERBAIJAN,Probability to receive funding,"By sector (energy, green, digital)",Non-energy,Later stage,2021,1.16279065608978,Percentage,172
AZE,AZERBAIJAN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2022,1.66438353061676,Years,181
AZE,AZERBAIJAN,Fundings of start-ups,By technology,Energy efficiency,all,2021,10547.1015625,USD,1
AZE,AZERBAIJAN,Fundings of start-ups,By technology,Clean energy,Early stage,2021,10547.1015625,USD,1
AZE,AZERBAIJAN,Probability to receive funding,By technology,Clean energy,Early stage,2021,25,Percentage,4
AZE,AZERBAIJAN,Fundings of start-ups,By technology,Clean energy,Early stage,2022,0.413698643445969,Years,4
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy efficiency,Early stage,2015,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy efficiency,Early stage,2016,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy efficiency,Early stage,2017,0,Percentage,0.583333313465118
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy efficiency,Early stage,2018,0,Percentage,0.583333313465118
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy efficiency,Early stage,2019,0,Percentage,0.583333313465118
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy efficiency,Early stage,2020,0,Percentage,0.583333313465118
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy efficiency,Early stage,2021,63.1578941345215,Percentage,1.58333337306976
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy storage and batteries,Early stage,2015,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy storage and batteries,Early stage,2016,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy storage and batteries,Early stage,2017,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy storage and batteries,Early stage,2018,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy storage and batteries,Early stage,2019,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy storage and batteries,Early stage,2020,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy storage and batteries,Early stage,2021,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Fossil fuels,Early stage,2015,0,Percentage,1.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Fossil fuels,Early stage,2016,0,Percentage,1.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Fossil fuels,Early stage,2017,0,Percentage,1.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Fossil fuels,Early stage,2018,0,Percentage,1.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Fossil fuels,Early stage,2019,0,Percentage,1.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Fossil fuels,Early stage,2020,0,Percentage,1.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Fossil fuels,Early stage,2021,0,Percentage,1.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Non-clean energy,Early stage,2021,0,Percentage,2
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other energy,Early stage,2015,0,Percentage,0.833333313465118
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other energy,Early stage,2016,0,Percentage,0.833333313465118
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other energy,Early stage,2017,0,Percentage,1.08333337306976
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other energy,Early stage,2018,0,Percentage,1.08333337306976
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other energy,Early stage,2019,0,Percentage,1.08333337306976
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other energy,Early stage,2020,0,Percentage,1.08333337306976
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other energy,Early stage,2021,0,Percentage,1.08333337306976
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other renewables,Early stage,2017,0,Percentage,0.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other renewables,Early stage,2018,0,Percentage,0.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other renewables,Early stage,2019,0,Percentage,0.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other renewables,Early stage,2020,0,Percentage,0.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other renewables,Early stage,2021,0,Percentage,0.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Clean energy,Later stage,2021,0,Percentage,4
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy efficiency,Later stage,2015,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy efficiency,Later stage,2016,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy efficiency,Later stage,2017,0,Percentage,0.583333313465118
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy efficiency,Later stage,2018,0,Percentage,0.583333313465118
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy efficiency,Later stage,2019,0,Percentage,0.583333313465118
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy efficiency,Later stage,2020,0,Percentage,0.583333313465118
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy efficiency,Later stage,2021,0,Percentage,1.58333337306976
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy storage and batteries,Later stage,2015,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy storage and batteries,Later stage,2016,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy storage and batteries,Later stage,2017,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy storage and batteries,Later stage,2018,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy storage and batteries,Later stage,2019,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy storage and batteries,Later stage,2020,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Energy storage and batteries,Later stage,2021,0,Percentage,0.333333343267441
AZE,AZERBAIJAN,Probability to receive funding,By technology,Fossil fuels,Later stage,2015,0,Percentage,1.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Fossil fuels,Later stage,2016,0,Percentage,1.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Fossil fuels,Later stage,2017,0,Percentage,1.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Fossil fuels,Later stage,2018,0,Percentage,1.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Fossil fuels,Later stage,2019,0,Percentage,1.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Fossil fuels,Later stage,2020,0,Percentage,1.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Fossil fuels,Later stage,2021,0,Percentage,1.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Non-clean energy,Later stage,2021,0,Percentage,2
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other energy,Later stage,2015,0,Percentage,0.833333313465118
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other energy,Later stage,2016,0,Percentage,0.833333313465118
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other energy,Later stage,2017,0,Percentage,1.08333337306976
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other energy,Later stage,2018,0,Percentage,1.08333337306976
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other energy,Later stage,2019,0,Percentage,1.08333337306976
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other energy,Later stage,2020,0,Percentage,1.08333337306976
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other energy,Later stage,2021,0,Percentage,1.08333337306976
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other renewables,Later stage,2017,0,Percentage,0.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other renewables,Later stage,2018,0,Percentage,0.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other renewables,Later stage,2019,0,Percentage,0.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other renewables,Later stage,2020,0,Percentage,0.5
AZE,AZERBAIJAN,Probability to receive funding,By technology,Other renewables,Later stage,2021,0,Percentage,0.5
BHR,BAHRAIN,Probability to receive funding,"By sector (energy, green, digital)",Energy,Early stage,2021,0,Percentage,3
BHR,BAHRAIN,Probability to receive funding,"By sector (energy, green, digital)",Energy and digital,Early stage,2021,0,Percentage,1
BHR,BAHRAIN,Probability to receive funding,"By sector (energy, green, digital)",Energy and non-digital,Early stage,2021,0,Percentage,2
BHR,BAHRAIN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2010,2032587.625,USD,1
BHR,BAHRAIN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2012,92319.765625,USD,1
BHR,BAHRAIN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2016,86820.6484375,USD,1
BHR,BAHRAIN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2017,3993750,USD,5
BHR,BAHRAIN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2018,1992590.625,USD,5
BHR,BAHRAIN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2019,3384360.25,USD,8
BHR,BAHRAIN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2020,37740804,USD,12
BHR,BAHRAIN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2021,49558000,USD,5
BHR,BAHRAIN,Probability to receive funding,"By sector (energy, green, digital)",Non-energy,Early stage,2021,10.8786611557007,Percentage,239
BHR,BAHRAIN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2022,0.866191804409027,Years,239
BHR,BAHRAIN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2022,110000000,USD,1
BHR,BAHRAIN,Probability to receive funding,"By sector (energy, green, digital)",Energy,Later stage,2021,0,Percentage,3
BHR,BAHRAIN,Probability to receive funding,"By sector (energy, green, digital)",Energy and digital,Later stage,2021,0,Percentage,1
BHR,BAHRAIN,Probability to receive funding,"By sector (energy, green, digital)",Energy and non-digital,Later stage,2021,0,Percentage,2
BHR,BAHRAIN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2019,978061.25,USD,1
BHR,BAHRAIN,Probability to receive funding,"By sector (energy, green, digital)",Non-energy,Later stage,2021,0.836820065975189,Percentage,239
BHR,BAHRAIN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2021,77173912,USD,1
BHR,BAHRAIN,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2022,3.7630136013031,Years,239
BHR,BAHRAIN,Probability to receive funding,By technology,Clean energy,Early stage,2021,0,Percentage,2
BHR,BAHRAIN,Probability to receive funding,By technology,Electric mobility,Early stage,2020,0,Percentage,0.5
BHR,BAHRAIN,Probability to receive funding,By technology,Electric mobility,Early stage,2021,0,Percentage,0.5
BHR,BAHRAIN,Probability to receive funding,By technology,Energy efficiency,Early stage,2015,0,Percentage,0.333333343267441
BHR,BAHRAIN,Probability to receive funding,By technology,Energy efficiency,Early stage,2016,0,Percentage,0.333333343267441
BHR,BAHRAIN,Probability to receive funding,By technology,Energy efficiency,Early stage,2017,0,Percentage,0.333333343267441
BHR,BAHRAIN,Probability to receive funding,By technology,Energy efficiency,Early stage,2018,0,Percentage,0.333333343267441
BHR,BAHRAIN,Probability to receive funding,By technology,Energy efficiency,Early stage,2019,0,Percentage,0.333333343267441
BHR,BAHRAIN,Probability to receive funding,By technology,Energy efficiency,Early stage,2020,0,Percentage,0.333333343267441
BHR,BAHRAIN,Probability to receive funding,By technology,Energy efficiency,Early stage,2021,0,Percentage,0.333333343267441
BHR,BAHRAIN,Probability to receive funding,By technology,Grid,Early stage,2015,0,Percentage,0.666666686534882
BHR,BAHRAIN,Probability to receive funding,By technology,Grid,Early stage,2016,0,Percentage,0.666666686534882
BHR,BAHRAIN,Probability to receive funding,By technology,Grid,Early stage,2017,0,Percentage,0.666666686534882
BHR,BAHRAIN,Probability to receive funding,By technology,Grid,Early stage,2018,0,Percentage,0.666666686534882
BHR,BAHRAIN,Probability to receive funding,By technology,Grid,Early stage,2019,0,Percentage,0.666666686534882
BHR,BAHRAIN,Probability to receive funding,By technology,Grid,Early stage,2020,0,Percentage,0.666666686534882
BHR,BAHRAIN,Probability to receive funding,By technology,Grid,Early stage,2021,0,Percentage,0.666666686534882
BHR,BAHRAIN,Probability to receive funding,By technology,Non-clean energy,Early stage,2021,0,Percentage,1
BHR,BAHRAIN,Probability to receive funding,By technology,Other renewables,Early stage,2020,0,Percentage,0.5
BHR,BAHRAIN,Probability to receive funding,By technology,Other renewables,Early stage,2021,0,Percentage,0.5
BHR,BAHRAIN,Probability to receive funding,By technology,Clean energy,Later stage,2021,0,Percentage,2
BHR,BAHRAIN,Probability to receive funding,By technology,Electric mobility,Later stage,2020,0,Percentage,0.5
BHR,BAHRAIN,Probability to receive funding,By technology,Electric mobility,Later stage,2021,0,Percentage,0.5
BHR,BAHRAIN,Probability to receive funding,By technology,Energy efficiency,Later stage,2015,0,Percentage,0.333333343267441
BHR,BAHRAIN,Probability to receive funding,By technology,Energy efficiency,Later stage,2016,0,Percentage,0.333333343267441
BHR,BAHRAIN,Probability to receive funding,By technology,Energy efficiency,Later stage,2017,0,Percentage,0.333333343267441
BHR,BAHRAIN,Probability to receive funding,By technology,Energy efficiency,Later stage,2018,0,Percentage,0.333333343267441
BHR,BAHRAIN,Probability to receive funding,By technology,Energy efficiency,Later stage,2019,0,Percentage,0.333333343267441
BHR,BAHRAIN,Probability to receive funding,By technology,Energy efficiency,Later stage,2020,0,Percentage,0.333333343267441
BHR,BAHRAIN,Probability to receive funding,By technology,Energy efficiency,Later stage,2021,0,Percentage,0.333333343267441
BHR,BAHRAIN,Probability to receive funding,By technology,Grid,Later stage,2015,0,Percentage,0.666666686534882
BHR,BAHRAIN,Probability to receive funding,By technology,Grid,Later stage,2016,0,Percentage,0.666666686534882
BHR,BAHRAIN,Probability to receive funding,By technology,Grid,Later stage,2017,0,Percentage,0.666666686534882
BHR,BAHRAIN,Probability to receive funding,By technology,Grid,Later stage,2018,0,Percentage,0.666666686534882
BHR,BAHRAIN,Probability to receive funding,By technology,Grid,Later stage,2019,0,Percentage,0.666666686534882
BHR,BAHRAIN,Probability to receive funding,By technology,Grid,Later stage,2020,0,Percentage,0.666666686534882
BHR,BAHRAIN,Probability to receive funding,By technology,Grid,Later stage,2021,0,Percentage,0.666666686534882
BHR,BAHRAIN,Probability to receive funding,By technology,Non-clean energy,Later stage,2021,0,Percentage,1
BHR,BAHRAIN,Probability to receive funding,By technology,Other renewables,Later stage,2020,0,Percentage,0.5
BHR,BAHRAIN,Probability to receive funding,By technology,Other renewables,Later stage,2021,0,Percentage,0.5
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Energy,Early stage,2018,1880390.625,USD,2
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Energy,Early stage,2020,64545.453125,USD,1
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Energy,Early stage,2021,128623.1875,USD,1
BGD,BANGLADESH,Probability to receive funding,"By sector (energy, green, digital)",Energy,Early stage,2021,14.2857141494751,Percentage,21
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Energy,Early stage,2022,2.24383568763733,Years,22
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Energy,Early stage,2022,250000,USD,1
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Energy and digital,Early stage,2018,1880390.625,USD,2
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Energy and digital,Early stage,2020,64545.453125,USD,1
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Energy and digital,Early stage,2021,128623.1875,USD,1
BGD,BANGLADESH,Probability to receive funding,"By sector (energy, green, digital)",Energy and digital,Early stage,2021,22.2222213745117,Percentage,9
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Energy and digital,Early stage,2022,250000,USD,1
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Energy and digital,Early stage,2022,2.53561639785767,Years,9
BGD,BANGLADESH,Probability to receive funding,"By sector (energy, green, digital)",Energy and non-digital,Early stage,2021,8.33333301544189,Percentage,12
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Energy and non-digital,Early stage,2022,1.66027402877808,Years,13
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2011,206056.453125,USD,3
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2012,18556.4140625,USD,3
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2013,1486931.5,USD,5
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2014,211823.203125,USD,3
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2015,14040701,USD,5
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2016,3218589.75,USD,8
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2017,7300864,USD,10
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2018,31998974,USD,15
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2019,13141614,USD,19
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2020,38098360,USD,17
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2021,142756304,USD,16
BGD,BANGLADESH,Probability to receive funding,"By sector (energy, green, digital)",Non-energy,Early stage,2021,6.17601633071899,Percentage,1943
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2022,1.68968999385834,Years,1991
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Early stage,2022,80940000,USD,9
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Energy,Later stage,2020,1183333.375,USD,1
BGD,BANGLADESH,Probability to receive funding,"By sector (energy, green, digital)",Energy,Later stage,2021,4.7619047164917,Percentage,21
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Energy,Later stage,2022,5.51232862472534,Years,22
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Energy and digital,Later stage,2020,1183333.375,USD,1
BGD,BANGLADESH,Probability to receive funding,"By sector (energy, green, digital)",Energy and digital,Later stage,2021,11.1111106872559,Percentage,9
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Energy and digital,Later stage,2022,5.51232862472534,Years,9
BGD,BANGLADESH,Probability to receive funding,"By sector (energy, green, digital)",Energy and non-digital,Later stage,2021,0,Percentage,12
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2018,11093750,USD,1
BGD,BANGLADESH,Probability to receive funding,"By sector (energy, green, digital)",Non-energy,Later stage,2021,0.41173443198204,Percentage,1943
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2021,10289855,USD,1
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2022,4.91141557693481,Years,1991
BGD,BANGLADESH,Fundings of start-ups,"By sector (energy, green, digital)",Non-energy,Later stage,2022,3528188,USD,2
BGD,BANGLADESH,Fundings of start-ups,By technology,Energy efficiency,all,2018,38828.125,USD,1
